City,Zip Code,County,Latitude,Longitude,Municipality,Muni Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,,
Manville,08835,Somerset,40.538903,-74.59222,Manville Borough,1811,2.49,2.6,2.58,2.68,2.9,3.02,3.14,3.33,3.56,1.77,1.9,2.074,2.072,2.12,2.174,2.256,2.293,2.369,2.417,3.098,3.214,3.27,3.267,,7.6%
Martinsville,08836,Somerset,40.595552,-74.55174,Bridgewater Township,1806,2.9,2.98,3.05,3.17,1.64,1.83,1.91,2.06,1.69,1.64,1.7,1.722,1.776,1.845,1.926,1.967,2.051,2.093,2.061,2.062,2.093,2.091,2.096,,0.0%
Neshanic Station,08853,Somerset,40.51057,-74.72472,Branchburg Township,1805,2.13,2.15,2.27,2.27,2.19,2.1,2.12,2.26,1.94,1.82,1.81,1.865,1.956,2.047,2.1,2.13,2.153,2.16,2.186,2.19,2.176,2.161,2.155,,0.0%
Peapack,07977,Somerset,40.707505,-74.65657,Peapack-Gladstone Borough,1815,1.62,1.67,1.66,1.72,1.52,1.64,1.56,1.85,1.76,1.66,1.59,1.621,1.728,1.833,1.866,1.872,1.901,1.9,1.884,1.919,1.902,1.878,1.87,,-0.3%
Pluckemin,07978,Somerset,40.642491,-74.639597,Bedminster Township,1801,1.39,1.41,1.4,1.38,1.31,1.27,1.2,1.3,1.2,1.14,1.12,1.114,1.179,1.27,1.267,1.306,1.357,1.368,1.359,1.359,1.379,1.357,1.375,,0.1%
Raritan,08869,Somerset,40.571302,-74.6374,Raritan Borough,1816,2.36,2.4,2.44,2.47,2.65,2.79,2.88,3.26,1.76,1.83,2.01,2.042,2.166,2.248,2.271,2.287,2.295,2.248,2.241,2.34,2.386,2.451,2.55,,2.7%
Rocky Hill,08553,Somerset,40.400406,-74.63895,Rocky Hill Borough,1817,1.83,2.01,2.1,2.08,2.1,2.15,2.33,2.44,2.58,2.78,3.04,3.435,3.609,3.568,1.909,2.004,2.063,2.129,2.038,2.122,2.171,2.195,2.353,,2.1%
Skillman,08558,Somerset,40.410155,-74.70726,Montgomery Township,1813,2.99,3.15,2.43,2.49,2.44,2.39,2.3,2.45,2.2,2.31,2.42,2.514,2.567,2.595,2.659,2.709,2.784,2.825,2.86,2.925,2.978,3.025,3.098,,1.9%
Somerset,08873,Somerset,40.505253,-74.50723,Franklin Township,1808,2.18,2.31,2.38,2.32,2.28,2.16,2.19,2.06,1.93,1.83,1.86,1.899,1.806,1.947,2.046,2.131,2.201,2.231,2.265,2.281,2.262,2.254,2.232,,0.0%
Somerville,08876,Somerset,40.545853,-74.63592,Somerville Borough,1818,4.42,4.4,4.35,3.27,3.4,3.57,3.87,4.16,4.29,4.52,4.83,5.055,5.266,5.478,2.977,3.135,3.241,3.281,3.334,3.379,3.522,3.596,3.635,,2.2%
South Bound Brook,08880,Somerset,40.553803,-74.52976,South Bound Brook Borough,1819,3.38,3.41,3.6,3.72,3.87,3.99,4.12,4.53,4.85,5.15,5.43,5.546,2.7,2.799,2.824,2.867,2.988,3.132,3.209,3.296,3.372,3.384,3.403,,1.7%
Warren,07059,Somerset,40.633652,-74.5008,Warren Township,1820,1.74,1.79,1.84,1.8,1.73,1.75,1.7,1.8,1.65,1.63,1.65,1.703,1.821,2.045,2.007,1.993,2.017,2.037,2.048,2.009,1.988,1.987,2.038,,0.0%
Watchung,07069,Somerset,40.641207,-74.443695,Watchung Borough,1821,1.81,1.86,1.91,1.86,1.77,1.83,1.54,1.55,1.55,1.63,1.61,1.68,1.762,1.921,1.961,2.014,2.069,2.094,2.118,2.091,1.979,1.991,2.075,,-0.2%
Zarephath,08890,Somerset,40.536069,-74.578872,Franklin Township,1808,2.18,2.31,2.38,2.32,2.28,2.16,2.19,2.06,1.93,1.83,1.86,1.899,1.806,1.947,2.046,2.131,2.201,2.231,2.265,2.281,2.262,2.254,2.232,,0.0%
Andover,07821,Sussex,40.966308,-74.74298,Andover Borough,1901,2.09,2.09,2.05,2.1,2.23,2.64,2.87,2.89,3.02,3.27,3.08,3.083,3.294,3.635,3.605,3.77,4.062,4.227,2.811,2.883,2.916,3.045,3.029,,-5.7%
Augusta,07822,Sussex,41.139545,-74.6993,Frankford Township,1905,2.45,2.45,2.53,2.67,2.89,3.01,3.07,3.15,3.28,3.44,3.58,1.696,1.761,1.804,1.859,1.92,2.527,2.622,2.563,2.576,2.544,2.553,2.577,,-0.3%
Branchville,07826,Sussex,41.177457,-74.75904,Branchville Borough,1903,1.81,1.92,2.02,1.99,2.1,2.16,2.2,2.31,2.29,1.25,1.38,1.76,1.75,1.816,1.842,2.029,2.098,2.084,1.939,2.098,2.21,2.139,2.176,,0.9%
Franklin,07416,Sussex,41.11736,-74.58784,Franklin Borough,1906,3.1,3.08,3.24,3.39,3.63,3.91,4.08,4.09,3.98,4.23,4.51,4.634,4.689,2.54,2.688,2.839,2.919,3.481,3.572,3.561,3.64,3.731,3.795,,1.8%
Glasser,07837,Sussex,41.12831,-74.678956,Hopatcong Borough,1912,2.76,2.85,2.94,3.06,3.14,3.26,3.37,3.45,3.64,3.83,1.68,1.769,1.873,1.981,2.072,2.155,3.096,3.232,3.243,3.318,3.311,3.316,3.323,,0.6%
Glenwood,07418,Sussex,41.232344,-74.48688,Vernon Township,1922,2.5,2.53,2.75,2.94,3.13,3.34,3.48,3.64,3.7,3.92,4.12,4.228,2.407,2.505,2.614,2.648,2.629,2.632,2.608,2.617,2.621,2.693,2.818,,1.4%
Greendell,07839,Sussex,41.12831,-74.678956,Green Township,1908,2.68,2.74,2.82,2.92,3.07,3.25,3.36,3.54,1.85,2.02,2.1,2.194,2.236,2.296,2.335,2.351,3.12,3.254,3.345,3.469,3.574,3.647,3.465,,1.3%
Hamburg,07419,Sussex,41.156187,-74.57094,Hamburg Borough,1909,2.85,2.8,2.87,2.86,3.02,2.74,2.86,3.01,3.16,3.43,3.64,3.815,3.918,4.055,4.171,4.224,4.324,3.637,3.704,3.86,3.977,4.06,4.155,,2.8%
Highland Lakes,07422,Sussex,41.180137,-74.45489,Vernon Township,1922,2.5,2.53,2.75,2.94,3.13,3.34,3.48,3.64,3.7,3.92,4.12,4.228,2.407,2.505,2.614,2.648,2.629,2.632,2.608,2.617,2.621,2.693,2.818,,1.4%
Hopatcong,07843,Sussex,40.937206,-74.66147,Hopatcong Borough,1912,2.76,2.85,2.94,3.06,3.14,3.26,3.37,3.45,3.64,3.83,1.68,1.769,1.873,1.981,2.072,2.155,3.096,3.232,3.243,3.318,3.311,3.316,3.323,,0.6%
Lafayette,07848,Sussex,41.094159,-74.69036,Lafayette Township,1913,2.48,2.37,2.44,2.44,2.59,2.85,3.01,3.2,3.37,1.6,1.72,1.801,1.822,1.857,2.061,2.107,2.678,2.759,2.777,2.743,2.667,2.688,2.707,,-0.4%
Layton,07851,Sussex,41.172968,-74.88301,Sandyston Township,1917,2.3,2.32,2.37,2.39,2.54,2.69,2.8,2.84,2.93,3.03,1.62,1.71,1.826,1.861,1.934,2.028,2.007,2.053,2.465,2.553,2.541,2.585,2.601,,5.3%
Mc Afee,07428,Sussex,41.181052,-74.51796,Vernon Township,1922,2.5,2.53,2.75,2.94,3.13,3.34,3.48,3.64,3.7,3.92,4.12,4.228,2.407,2.505,2.614,2.648,2.629,2.632,2.608,2.617,2.621,2.693,2.818,,1.4%
Middleville,07855,Sussex,41.12831,-74.678956,Stillwater Township,1920,2.7,2.8,2.89,2.98,3.2,3.4,3.55,3.64,3.73,3.98,4.14,4.326,4.419,4.544,4.661,4.768,4.755,2.916,2.936,2.954,3.039,3.088,3.08,,1.1%
Montague,07827,Sussex,41.300062,-74.76058,Montague Township,1914,2.44,2.29,2.31,2.38,2.46,2.58,2.87,2.88,3.03,3.32,3.47,3.464,3.566,3.621,3.635,3.738,3.787,3.924,2.496,2.596,2.623,2.712,2.818,,-5.6%
Newton,07860,Sussex,41.0714,-74.80199,Newton,1915,2.92,2.95,3.07,3.22,3.33,3.52,3.7,3.95,4.23,4.58,4.84,2.426,2.557,2.709,3.26,3.32,3.397,3.976,4.06,4.17,4.238,4.263,4.286,,1.6%
Ogdensburg,07439,Sussex,41.080066,-74.5972,Ogdensburg Borough,1916,3.34,3.35,3.36,3.39,3.47,3.63,3.77,3.96,4.37,4.5,4.73,4.873,2.387,2.509,2.599,2.665,2.712,3.356,3.401,3.474,3.536,3.592,3.649,,1.7%
Sparta,07871,Sussex,41.035384,-74.63557,Sparta Township,1918,3.19,3.36,3.59,3.79,4.02,2.37,2.52,2.62,2.72,2.78,2.87,2.984,3.124,3.271,3.514,3.654,3.745,3.826,3.889,3.127,3.202,3.242,3.312,,-2.7%
Stanhope,07874,Sussex,40.917054,-74.71053,Stanhope Borough,1919,3.63,3.57,3.6,3.74,3.93,4.07,4.57,4.9,5.14,2.11,2.25,2.359,2.392,3.031,3.027,3.125,3.655,3.758,3.863,4.013,4.067,4.113,4.157,,2.1%
Stillwater,07875,Sussex,41.043858,-74.871981,Stillwater Township,1920,2.7,2.8,2.89,2.98,3.2,3.4,3.55,3.64,3.73,3.98,4.14,4.326,4.419,4.544,4.661,4.768,4.755,2.916,2.936,2.954,3.039,3.088,3.08,,1.1%
Stockholm,07460,Sussex,41.091254,-74.52081,Hardyston Township,1911,2.86,2.91,2.73,2.75,2.89,2.97,3.2,3.27,3.29,3.35,3.35,3.289,3.327,2.15,2.226,2.287,2.374,2.588,2.612,2.668,2.749,2.795,2.832,,1.9%
Sussex,07461,Sussex,41.229754,-74.60203,Sussex Borough,1921,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
Swartswood,07877,Sussex,41.10289,-74.850759,Hampton Township,1910,2.44,2.5,2.56,2.61,2.76,2.93,3.07,3.15,3.22,3.43,3.54,3.639,3.715,3.786,3.902,3.895,3.921,2.559,2.589,2.76,2.843,2.902,2.959,,3.1%
Tranquility,07879,Sussex,40.955934,-74.788108,Green Township,1908,2.68,2.74,2.82,2.92,3.07,3.25,3.36,3.54,1.85,2.02,2.1,2.194,2.236,2.296,2.335,2.351,3.12,3.254,3.345,3.469,3.574,3.647,3.465,,1.3%
Vernon,07462,Sussex,41.193708,-74.5089,Vernon Township,1922,2.5,2.53,2.75,2.94,3.13,3.34,3.48,3.64,3.7,3.92,4.12,4.228,2.407,2.505,2.614,2.648,2.629,2.632,2.608,2.617,2.621,2.693,2.818,,1.4%
Wallpack Center,07881,Sussex,41.125646,-74.917711,Walpack Township,1923,0.53,0.9,1.06,1.28,1.53,1.68,1.74,1.66,1.32,1.01,0.79,0.76,0.552,0.451,0.569,0.58,0.596,0.602,2.356,2.365,1.503,0.658,0.754,,5.0%
Berkeley Heights,07922,Union,40.675112,-74.43459,Berkeley Heights Township,2001,4.24,4.64,1.97,2,2.085,2.241,2.441,2.538,2.717,2.958,3.005,3.103,3.152,3.317,3.585,3.613,3.701,3.844,3.947,3.969,4.04,4.09,4.177,,1.7%
Clark,07066,Union,40.620336,-74.30934,Clark Township,2002,4.26,4.73,4.65,4.81,5.228,5.454,5.691,5.975,6.478,6.559,6.655,6.845,7.002,7.148,7.377,7.613,7.747,7.855,8.024,8.106,8.416,8.553,8.657,,2.0%
Cranford,07016,Union,40.656302,-74.30371,Cranford Township,2003,2.79,2.87,2.94,3.05,3.176,3.326,3.531,3.722,3.923,4.191,4.458,4.671,4.845,5.033,5.263,5.457,5.612,5.682,5.801,5.957,6.182,6.402,6.52,,2.9%
Elizabeth,07201,Union,40.669502,-74.19889,Elizabeth,2004,10.49,10.69,10.76,10.79,12.239,12.633,14.217,14.81,15.604,16.813,17.844,18.822,20.158,21.172,22.778,22.64,23.898,25.316,26.099,27.749,27.747,28.543,28.824,,2.8%
Fanwood,07023,Union,40.641852,-74.38533,Fanwood Borough,2005,6.18,6.4,6.45,6.84,7.182,7.749,8.52,8.868,9.378,9.872,10.299,10.832,11.528,12.165,12.176,12.334,12.672,13.097,13.242,13.814,14.242,14.541,14.65,,2.4%
Garwood,07027,Union,40.650802,-74.32351,Garwood Borough,2006,4.9,4.91,4.96,5.01,5.113,5.267,5.868,6.272,6.533,6.694,6.907,7.334,7.569,7.941,8.16,8.519,8.792,8.962,9.295,9.416,9.665,9.905,10.121,,2.6%
Hillside,07205,Union,40.695552,-74.22856,Hillside Township,2007,11.64,3.81,3.94,4.34,4.286,4.451,4.664,5.061,5.163,5.812,6.09,6.49,6.603,6.882,6.919,7.078,7.159,7.372,7.49,7.557,7.566,7.612,7.689,,0.9%
Kenilworth,07033,Union,40.674652,-74.2908,Kenilworth Borough,2008,2.07,2.13,2.19,2.27,2.303,2.516,2.658,2.824,3.029,3.231,3.418,3.538,3.724,3.912,3.973,4.141,4.382,4.475,4.668,4.795,4.874,4.909,5.05,,2.6%
Linden,07036,Union,40.633953,-74.25339,Linden,2009,2.6,2.68,2.76,2.78,2.929,3.093,3.36,3.618,3.771,4.029,4.399,4.703,4.916,5.309,5.53,5.704,5.935,6.155,6.277,6.526,6.738,6.887,6.889,,2.4%
Mountainside,07092,Union,40.680301,-74.35601,Mountainside Borough,2010,3.31,3.33,3.33,3.39,3.493,3.781,4.073,4.31,4.412,4.61,4.899,5.2,5.31,5.626,5.829,6.176,6.443,6.736,7.164,7.303,7.473,7.528,7.513,,2.3%
New Providence,07974,Union,40.698268,-74.40225,New Providence Borough,2011,4.05,2.31,2.38,2.44,2.531,2.641,2.889,3.09,3.24,3.395,3.582,3.739,3.903,4.082,4.209,4.306,4.442,4.564,4.634,4.699,4.765,4.845,4.87,,1.3%
Plainfield,07060,Union,40.620102,-74.42481,Plainfield,2012,3.45,3.66,3.68,3.82,3.959,4.164,4.454,5.065,5.163,5.407,5.668,5.979,6.209,6.748,6.994,7.003,7.214,7.386,7.592,7.823,7.986,8.186,8.361,,2.6%
Rahway,07065,Union,40.607103,-74.28099,Rahway,2013,3.04,3.03,3.16,3.17,3.297,3.46,3.736,3.872,4.139,4.354,4.585,4.756,4.899,5.128,5.765,5.841,6.047,6.204,6.317,6.389,6.528,6.693,6.837,,2.0%
Roselle,07203,Union,40.653502,-74.26058,Roselle Borough,2014,4.27,4.25,4.62,4.54,4.68,4.932,5.174,5.552,6.049,6.423,6.448,7.041,7.147,7.312,7.645,7.614,7.713,7.852,8.077,8.078,8.26,8.304,8.35,,1.3%
Roselle Park,07204,Union,40.665552,-74.26768,Roselle Park Borough,2015,6.73,6.61,6.66,6.79,6.93,7.369,7.955,8.478,9.096,9.725,10.394,10.94,11.263,11.626,11.983,12.184,12.406,12.907,13.587,3.811,3.934,3.979,4.034,,-13.7%
Scotch Plains,07076,Union,40.637152,-74.37493,Scotch Plains Township,2016,4.97,5.02,5.17,5.3,5.701,6.12,6.666,7.057,7.478,7.775,8.131,8.474,8.632,8.997,9.206,9.45,9.656,9.981,10.321,10.493,10.699,10.942,11.129,,2.3%
Springfield,07081,Union,40.701801,-74.32216,Springfield Township,2017,3.22,3.26,3.36,3.47,3.658,3.907,4.329,4.551,4.831,5.076,5.236,5.49,5.617,5.771,6.114,6.273,6.371,6.566,6.692,6.771,6.905,7.1,7.23,,2.0%
Summit,07901,Union,40.714501,-74.3633,Summit,2018,1.87,1.92,2.01,2.105,2.23,2.398,2.615,2.758,2.915,3.102,3.306,3.435,3.589,3.739,3.829,3.967,4.062,4.108,4.217,4.301,4.365,4.337,4.365,,1.3%
Union,07083,Union,40.695401,-74.26933,Union Township,2019,8.69,9.38,9.38,9.48,10.034,10.77,11.395,12.184,12.942,13.925,14.448,14.976,15.347,15.887,16.558,17.098,17.6,17.924,18.335,18.644,19.11,19.397,19.733,,2.0%
Vauxhall,07088,Union,40.718401,-74.28416,Union Township,2019,8.69,9.38,9.38,9.48,10.034,10.77,11.395,12.184,12.942,13.925,14.448,14.976,15.347,15.887,16.558,17.098,17.6,17.924,18.335,18.644,19.11,19.397,19.733,,2.0%
Westfield,07090,Union,40.649202,-74.34567,Westfield,2020,3.92,3.98,4.1,4.25,4.507,4.926,5.256,5.58,5.84,6.083,6.328,6.669,6.914,7.272,7.563,7.862,8.183,8.557,8.849,9.029,9.246,9.297,2.15,,-15.0%
Allamuchy,07820,Warren,40.869648,-74.849661,Allamuchy Township,2101,2.47,2.41,2.39,2.38,2.4,2.47,1.7,1.82,1.91,1.94,2.06,2.203,2.342,2.382,2.341,2.404,2.616,2.749,2.873,2.914,2.936,2.905,2.938,,1.4%
Belvidere,07823,Warren,40.82383,-75.04585,Belvidere,2103,3.04,3.15,3.24,3.33,3.36,3.51,3.56,3.66,3.92,4.15,4.38,4.545,4.655,4.776,4.882,5.289,5.229,5.421,5.46,5.562,5.633,5.821,5.738,,1.2%
Blairstown,07825,Warren,40.96035,-74.96243,Blairstown Township,2104,1.77,1.84,1.96,2.09,2.18,2.3,2.44,2.66,2.87,2.99,1.65,1.688,1.722,1.768,2.163,2.16,2.168,2.232,2.276,2.316,2.308,2.3,2.416,,1.6%
Broadway,08808,Warren,40.737213,-75.046926,Franklin Township,2105,2.44,2.54,2.66,2.73,2.82,3.03,3.04,2.1,2.23,2.35,2.53,2.611,2.658,2.748,2.761,2.783,2.817,2.859,2.95,2.895,3.018,2.947,3.006,,1.0%
Buttzville,07829,Warren,40.84335,-74.985914,White Township,2123,1.89,1.99,2,2.06,2.15,2.11,2.33,1.47,1.53,1.64,1.68,1.864,2.038,2.012,1.949,1.998,1.934,2.077,2.094,2.181,2.139,2.061,2.146,,0.7%
Changewater,07831,Warren,40.739382,-74.944756,Washington Township,2122,2.89,2.95,2.97,3.05,3.01,3.1,2.62,2.55,2.62,2.78,2.93,2.913,2.997,3.081,3.145,3.27,3.185,3.413,3.462,3.51,3.488,3.512,3.6,,1.1%
Columbia,07832,Warren,40.92976,-75.06193,Knowlton Township,2113,2.78,2.77,2.86,3,3.01,2.32,2.49,2.65,2.79,2.97,3.08,3.162,3.279,3.247,3.199,3.152,3.178,3.188,3.301,3.341,3.415,3.452,3.471,,1.8%
Delaware,07833,Warren,40.895451,-75.06752,Knowlton Township,2113,2.78,2.77,2.86,3,3.01,2.32,2.49,2.65,2.79,2.97,3.08,3.162,3.279,3.247,3.199,3.152,3.178,3.188,3.301,3.341,3.415,3.452,3.471,,1.8%
Great Meadows,07838,Warren,40.886474,-74.90089,Independence Township,2112,2.51,2.42,2.5,2.6,2.85,2.91,3.13,3.28,1.73,1.85,1.94,1.978,1.975,1.987,2.022,2.097,2.167,3.027,3.168,3.215,3.324,3.315,3.36,,2.2%
Hackettstown,07840,Warren,40.861748,-74.83054,Hackettstown,2108,3.37,3.56,3.58,3.7,2.89,3.07,3.31,3.55,3.68,3.83,3.98,4.156,4.246,2.458,2.485,2.533,2.611,2.703,2.794,2.916,2.965,3.024,3.044,,2.5%
Hope,07844,Warren,40.919658,-74.984628,Hope Township,2111,3.01,2.94,2.41,2.59,2.69,2.7,2.8,2.97,3.24,3.47,1.73,1.844,1.867,2.214,2.208,2.237,2.333,2.391,2.512,2.529,2.541,2.858,2.932,,4.5%
Johnsonburg,07846,Warren,40.966266,-74.87979,Frelinghuysen Township,2106,2.72,2.56,2.63,2.72,2.73,2.75,2.85,1.96,2.05,2.13,2.17,2.1,2.095,2.097,2.103,2.221,2.351,2.388,2.441,2.357,2.415,2.444,2.502,,1.0%
Oxford,07863,Warren,40.815107,-74.96802,Oxford Township,2117,3.05,3.05,2.22,2.78,2.26,2.63,3.01,3.25,3.66,3.95,2.25,2.235,2.277,2.698,2.693,2.802,2.838,2.911,3.105,3.95,3.927,4.016,4.101,,8.2%
Phillipsburg,08865,Warren,40.689123,-75.17243,Phillipsburg,2119,2.71,2.71,2.7,2.78,2.87,2.97,2.99,3.14,3.32,3.45,3.74,3.994,4.103,2.565,2.627,2.675,2.762,3.746,3.872,3.902,3.963,3.981,4.015,,1.4%
Port Murray,07865,Warren,40.783175,-74.90934,Mansfield Township,2116,3.43,3.52,3.52,3.6,3.75,3.91,2.22,2.42,2.54,2.76,2.78,2.875,2.976,3.031,3.074,3.081,3.136,3.051,3.151,3.219,3.294,3.365,3.424,,2.4%
Stewartsville,08886,Warren,40.694938,-75.11181,Greenwich Township,2107,2.27,2.17,2,2.04,2.22,2.02,2.1,2.14,2.34,2.5,2.52,2.545,2.543,2.584,2.637,2.673,2.716,3.166,3.117,3.176,3.216,3.238,3.258,,0.6%
Vienna,07880,Warren,40.864844,-74.897002,Independence Township,2112,2.51,2.42,2.5,2.6,2.85,2.91,3.13,3.28,1.73,1.85,1.94,1.978,1.975,1.987,2.022,2.097,2.167,3.027,3.168,3.215,3.324,3.315,3.36,,2.2%
Washington,07882,Warren,40.753753,-74.99617,Washington Borough,2121,3.6,3.59,3.44,3.49,3.57,3.76,3.05,3.2,3.51,3.72,3.97,4.027,4.273,4.488,4.67,4.6,4.625,4.696,4.657,4.799,4.974,5.186,5.155,,2.0%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
